DATE,PRCP,TMAX,TMIN,drougth
11/02/1983,0.14,59,46,True
12/02/1983,0.23,53,47,True
13/02/1983,0.12,52,44,True
14/02/1983,0.08,48,43,True
15/02/1983,0.24,53,39,True
16/02/1983,0.06,53,45,True
17/02/1983,0.58,55,45,True
18/02/1983,0.0,49,42,False
19/02/1983,0.06,53,43,True
20/02/1983,0.12,53,45,True
21/02/1983,0.26,56,35,True
22/02/1983,0.47,62,48,True
23/02/1983,0.42,61,51,True
24/02/1983,0.16,51,43,True
25/02/1983,0.17,58,42,True
26/02/1983,0.1,50,43,True
27/02/1983,0.0,50,38,False
28/02/1983,0.03,50,40,True
01/03/1983,0.18,47,41,True
02/03/1983,0.0,50,42,False
03/03/1983,0.1,48,42,True
04/03/1983,0.0,53,42,False
05/03/1983,0.31,52,45,True
06/03/1983,0.17,56,44,True
07/03/1983,0.32,53,46,True
08/03/1983,0.7,58,47,True
09/03/1983,0.25,58,52,True
10/03/1983,0.16,56,44,True
11/03/1983,0.0,56,39,False
12/03/1983,0.13,58,43,True
13/03/1983,0.1,56,44,True
14/03/1983,0.04,53,42,True
15/03/1983,0.0,54,40,False
16/03/1983,0.0,63,43,False
17/03/1983,0.0,62,44,False
18/03/1983,0.0,60,40,False
19/03/1983,0.0,60,41,False
20/03/1983,0.0,61,39,False
21/03/1983,0.13,58,45,True
22/03/1983,0.0,60,44,False
23/03/1983,0.0,55,44,False
24/03/1983,0.0,56,40,False
25/03/1983,0.0,57,43,False
26/03/1983,0.08,58,41,True
27/03/1983,0.03,53,40,True
28/03/1983,0.28,48,41,True
29/03/1983,0.54,57,45,True
30/03/1983,0.29,57,44,True
31/03/1983,0.0,56,42,False
01/04/1983,0.39,49,42,True
02/04/1983,0.06,49,40,True
03/04/1983,0.0,53,41,False
04/04/1983,0.0,57,37,False
05/04/1983,0.0,63,38,False
06/04/1983,0.0,59,42,False
07/04/1983,0.38,54,42,True
08/04/1983,0.06,54,38,True
09/04/1983,0.01,47,38,True
10/04/1983,0.04,51,37,True
11/04/1983,0.0,52,37,False
12/04/1983,0.0,54,37,False
13/04/1983,0.0,59,36,False
14/04/1983,0.0,64,38,False
15/04/1983,0.0,65,40,False
16/04/1983,0.0,68,44,False
17/04/1983,0.0,74,41,False
18/04/1983,0.0,69,48,False
19/04/1983,0.0,67,45,False
20/04/1983,0.02,59,47,True
21/04/1983,0.0,59,45,False
22/04/1983,0.0,59,43,False
23/04/1983,0.01,60,46,True
24/04/1983,0.05,56,42,True
25/04/1983,0.0,56,41,False
26/04/1983,0.04,61,46,True
27/04/1983,0.0,65,44,False
28/04/1983,0.0,71,46,False
29/04/1983,0.0,67,47,False
30/04/1983,0.0,65,47,False
01/05/1983,0.0,58,49,False
02/05/1983,0.0,62,48,False
03/05/1983,0.0,61,47,False
04/05/1983,0.0,64,48,False
05/05/1983,0.46,53,47,True
06/05/1983,0.06,63,48,True
07/05/1983,0.66,54,43,True
08/05/1983,0.25,53,42,True
09/05/1983,0.0,58,42,False
10/05/1983,0.0,61,43,False
11/05/1983,0.0,66,45,False
12/05/1983,0.0,71,47,False
13/05/1983,0.0,75,47,False
14/05/1983,0.33,54,44,True
15/05/1983,0.26,57,43,True
16/05/1983,0.0,60,46,False
17/05/1983,0.0,58,49,False
18/05/1983,0.0,64,51,False
19/05/1983,0.0,70,46,False
20/05/1983,0.0,73,50,False
21/05/1983,0.0,67,53,False
22/05/1983,0.0,73,50,False
23/05/1983,0.0,79,55,False
24/05/1983,0.0,84,56,False
25/05/1983,0.0,71,52,False
26/05/1983,0.0,68,51,False
27/05/1983,0.0,80,51,False
28/05/1983,0.0,92,58,False
29/05/1983,0.0,83,58,False
30/05/1983,0.0,66,57,False
31/05/1983,0.08,58,53,True
01/06/1983,0.01,58,52,True
02/06/1983,0.0,63,53,False
03/06/1983,0.0,63,50,False
04/06/1983,0.0,65,51,False
05/06/1983,0.0,68,51,False
06/06/1983,0.0,73,53,False
07/06/1983,0.0,79,54,False
08/06/1983,0.0,73,54,False
09/06/1983,0.05,65,54,True
10/06/1983,0.88,63,53,True
11/06/1983,0.03,67,51,True
12/06/1983,0.0,69,51,False
13/06/1983,0.0,74,51,False
14/06/1983,0.0,71,55,False
15/06/1983,0.0,68,55,False
16/06/1983,0.22,63,51,True
17/06/1983,0.15,63,53,True
18/06/1983,0.01,62,51,True
19/06/1983,0.31,64,49,True
20/06/1983,0.0,67,49,False
21/06/1983,0.0,71,51,False
22/06/1983,0.15,65,53,True
23/06/1983,0.01,62,52,True
24/06/1983,0.0,67,51,False
25/06/1983,0.0,68,53,False
26/06/1983,0.0,73,57,False
27/06/1983,0.0,75,52,False
28/06/1983,0.0,68,54,False
29/06/1983,0.02,70,55,True
30/06/1983,0.01,67,50,True
01/07/1983,0.4,63,53,True
02/07/1983,0.0,67,52,False
03/07/1983,0.0,71,53,False
04/07/1983,0.0,78,53,False
05/07/1983,0.0,71,56,False
06/07/1983,0.0,67,53,False
07/07/1983,0.0,65,52,False
08/07/1983,0.09,64,53,True
09/07/1983,0.0,71,50,False
10/07/1983,0.0,69,54,False
11/07/1983,0.25,76,59,True
12/07/1983,0.36,63,58,True
13/07/1983,0.35,68,55,True
14/07/1983,0.22,67,53,True
15/07/1983,0.0,67,55,False
16/07/1983,0.0,71,55,False
17/07/1983,0.0,77,55,False
18/07/1983,0.0,77,55,False
19/07/1983,0.01,72,56,True
20/07/1983,0.01,72,59,True
21/07/1983,0.0,78,56,False
22/07/1983,0.0,79,57,False
23/07/1983,0.0,69,55,False
24/07/1983,0.0,69,57,False
25/07/1983,0.4,66,56,True
26/07/1983,0.0,70,55,False
27/07/1983,0.3,69,57,True
28/07/1983,0.0,74,58,False
29/07/1983,0.0,77,54,False
30/07/1983,0.0,85,59,False
31/07/1983,0.0,77,59,False
01/08/1983,0.0,74,59,False
02/08/1983,0.0,74,58,False
03/08/1983,0.0,73,58,False
04/08/1983,0.0,77,56,False
05/08/1983,0.0,75,57,False
06/08/1983,0.0,79,60,False
07/08/1983,0.0,80,60,False
08/08/1983,0.0,77,61,False
09/08/1983,0.0,75,56,False
10/08/1983,0.0,72,58,False
11/08/1983,0.28,62,56,True
12/08/1983,0.0,76,56,False
13/08/1983,0.0,81,59,False
14/08/1983,0.0,75,56,False
15/08/1983,0.0,74,54,False
16/08/1983,0.0,74,57,False
17/08/1983,0.0,76,57,False
18/08/1983,0.0,78,56,False
19/08/1983,0.0,78,56,False
20/08/1983,0.0,74,53,False
21/08/1983,0.0,77,53,False
22/08/1983,0.0,78,56,False
23/08/1983,0.0,63,56,False
24/08/1983,0.0,65,57,False
25/08/1983,0.0,73,59,False
26/08/1983,0.0,75,53,False
27/08/1983,0.0,78,59,False
28/08/1983,0.45,69,59,True
29/08/1983,0.87,72,58,True
30/08/1983,0.14,70,60,True
31/08/1983,0.16,71,60,True
01/09/1983,0.45,69,58,True
02/09/1983,0.07,71,58,True
03/09/1983,0.0,66,58,False
04/09/1983,0.0,68,57,False
05/09/1983,0.0,67,51,False
06/09/1983,0.04,64,49,True
07/09/1983,0.0,65,49,False
08/09/1983,0.01,63,47,True
09/09/1983,0.0,65,49,False
10/09/1983,0.59,62,52,True
11/09/1983,0.0,70,55,False
12/09/1983,0.0,71,53,False
13/09/1983,0.0,73,52,False
14/09/1983,0.05,69,58,True
15/09/1983,0.0,65,51,False
16/09/1983,0.0,65,53,False
17/09/1983,0.0,61,49,False
18/09/1983,0.57,59,46,True
19/09/1983,0.0,63,42,False
20/09/1983,0.0,68,46,False
21/09/1983,0.0,75,51,False
22/09/1983,0.0,77,49,False
23/09/1983,0.0,71,53,False
24/09/1983,0.0,60,54,False
25/09/1983,0.0,70,51,False
26/09/1983,0.06,65,49,True
27/09/1983,0.01,59,46,True
28/09/1983,0.0,58,40,False
29/09/1983,0.0,60,39,False
30/09/1983,0.0,64,47,False
01/10/1983,0.0,63,42,False
02/10/1983,0.0,61,49,False
03/10/1983,0.0,59,52,False
04/10/1983,0.03,61,48,True
05/10/1983,0.0,60,43,False
06/10/1983,0.0,57,45,False
07/10/1983,0.0,59,37,False
08/10/1983,0.0,60,44,False
09/10/1983,0.0,61,46,False
10/10/1983,0.0,60,44,False
11/10/1983,0.0,60,39,False
12/10/1983,0.0,52,41,False
13/10/1983,0.0,55,46,False
14/10/1983,0.0,56,48,False
15/10/1983,0.0,57,43,False
16/10/1983,0.0,54,43,False
17/10/1983,0.2,60,47,True
18/10/1983,0.0,57,43,False
19/10/1983,0.4,53,50,True
20/10/1983,0.02,61,50,True
21/10/1983,0.19,61,51,True
22/10/1983,0.07,59,47,True
23/10/1983,0.0,57,41,False
24/10/1983,0.02,52,39,True
25/10/1983,0.0,62,43,False
26/10/1983,0.0,62,46,False
27/10/1983,0.07,57,45,True
28/10/1983,0.0,51,44,False
29/10/1983,0.04,53,46,True
30/10/1983,0.3,60,51,True
31/10/1983,0.0,60,48,False
01/11/1983,0.41,62,49,True
02/11/1983,0.55,61,50,True
03/11/1983,1.2,58,50,True
04/11/1983,0.12,53,43,True
05/11/1983,0.3,51,41,True
06/11/1983,0.25,52,42,True
07/11/1983,0.0,51,42,False
08/11/1983,0.0,53,41,False
09/11/1983,0.18,54,45,True
10/11/1983,0.21,59,49,True
11/11/1983,0.11,56,49,True
12/11/1983,0.15,54,45,True
13/11/1983,0.21,56,45,True
14/11/1983,0.71,53,47,True
15/11/1983,0.3,58,51,True
16/11/1983,0.56,55,48,True
17/11/1983,0.22,53,45,True
18/11/1983,0.0,53,43,False
19/11/1983,0.61,52,42,True
20/11/1983,0.57,45,41,True
21/11/1983,0.0,48,35,False
22/11/1983,0.04,43,39,True
23/11/1983,0.46,46,37,True
24/11/1983,0.59,59,43,True
25/11/1983,0.0,48,40,False
26/11/1983,0.13,49,40,True
27/11/1983,0.07,52,44,True
28/11/1983,0.02,46,37,True
29/11/1983,0.0,47,33,False
30/11/1983,0.0,47,34,False
01/12/1983,0.0,46,28,False
02/12/1983,0.12,39,34,True
03/12/1983,0.0,40,36,False
04/12/1983,0.06,42,36,True
05/12/1983,0.42,39,35,True
06/12/1983,0.0,42,33,False
07/12/1983,0.45,45,26,True
08/12/1983,0.38,49,42,True
09/12/1983,0.94,45,41,True
10/12/1983,0.73,50,40,True
11/12/1983,0.04,47,39,True
12/12/1983,0.36,48,36,True
13/12/1983,0.17,51,46,True
14/12/1983,0.03,48,40,True
15/12/1983,0.0,43,35,False
16/12/1983,0.0,39,31,False
17/12/1983,0.0,41,31,False
18/12/1983,0.03,37,29,True
19/12/1983,0.03,34,24,True
20/12/1983,0.0,28,20,False
21/12/1983,0.0,24,16,False
22/12/1983,0.0,23,14,False
23/12/1983,0.0,25,9,False
24/12/1983,0.0,30,17,False
25/12/1983,0.15,44,28,True
26/12/1983,0.04,42,35,True
27/12/1983,0.0,41,33,False
28/12/1983,0.0,38,31,False
29/12/1983,1.02,42,31,True
30/12/1983,0.05,51,42,True
31/12/1983,0.0,49,39,False
01/01/1984,0.0,45,35,False
02/01/1984,0.62,49,42,True
03/01/1984,0.61,58,47,True
04/01/1984,0.19,61,49,True
05/01/1984,0.02,51,47,True
06/01/1984,0.03,52,49,True
07/01/1984,0.01,50,42,True
08/01/1984,0.05,52,42,True
09/01/1984,0.0,55,43,False
10/01/1984,0.17,49,43,True
11/01/1984,0.06,49,41,True
12/01/1984,0.0,45,38,False
13/01/1984,0.0,44,34,False
14/01/1984,0.0,41,31,False
15/01/1984,0.0,42,27,False
16/01/1984,0.0,40,26,False
17/01/1984,0.0,41,25,False
18/01/1984,0.0,37,21,False
19/01/1984,0.0,40,25,False
20/01/1984,0.0,40,28,False
21/01/1984,0.04,46,34,True
22/01/1984,0.39,49,43,True
23/01/1984,0.01,50,44,True
24/01/1984,1.36,52,49,True
25/01/1984,0.01,51,43,True
26/01/1984,0.0,50,44,False
27/01/1984,0.03,51,45,True
28/01/1984,0.01,52,46,True
29/01/1984,0.01,48,41,True
30/01/1984,0.0,49,38,False
31/01/1984,0.0,42,33,False
01/02/1984,0.0,50,38,False
02/02/1984,0.0,48,31,False
03/02/1984,0.0,45,36,False
04/02/1984,0.0,51,35,False
05/02/1984,0.0,55,32,False
06/02/1984,0.0,54,42,False
07/02/1984,0.08,60,35,True
08/02/1984,0.2,55,45,True
09/02/1984,0.11,53,44,True
10/02/1984,0.0,49,42,False
11/02/1984,0.45,48,41,True
12/02/1984,0.58,51,43,True
13/02/1984,0.15,50,38,True
14/02/1984,0.08,50,39,True
15/02/1984,0.1,51,41,True
16/02/1984,0.03,49,36,True
17/02/1984,0.0,50,33,False
18/02/1984,0.02,52,40,True
19/02/1984,0.07,51,46,True
20/02/1984,0.74,54,43,True
21/02/1984,0.14,47,38,True
22/02/1984,0.07,44,36,True
23/02/1984,0.4,47,39,True
24/02/1984,0.07,53,40,True
25/02/1984,0.13,46,37,True
26/02/1984,0.07,46,37,True
27/02/1984,0.0,58,41,False
28/02/1984,0.26,53,41,True
29/02/1984,0.16,51,39,True
01/03/1984,0.04,52,40,True
02/03/1984,0.05,52,41,True
03/03/1984,0.0,51,35,False
04/03/1984,0.0,58,35,False
05/03/1984,0.0,59,37,False
06/03/1984,0.0,64,39,False
07/03/1984,0.0,60,44,False
08/03/1984,0.0,64,44,False
09/03/1984,0.0,62,49,False
10/03/1984,0.12,57,43,True
11/03/1984,0.13,54,42,True
12/03/1984,0.35,50,43,True
13/03/1984,0.13,51,43,True
14/03/1984,0.76,52,45,True
15/03/1984,0.09,56,43,True
16/03/1984,0.03,58,42,True
17/03/1984,0.1,51,43,True
18/03/1984,0.06,53,43,True
19/03/1984,0.25,51,45,True
20/03/1984,0.76,60,46,True
21/03/1984,0.02,50,44,True
22/03/1984,0.14,55,44,True
23/03/1984,0.09,54,43,True
24/03/1984,0.0,55,42,False
25/03/1984,0.47,46,42,True
26/03/1984,0.04,52,42,True
27/03/1984,0.04,56,40,True
28/03/1984,0.24,52,42,True
29/03/1984,0.0,54,40,False
30/03/1984,0.0,61,33,False
31/03/1984,0.0,62,40,False
01/04/1984,0.06,53,41,True
02/04/1984,0.17,56,44,True
03/04/1984,0.08,52,43,True
04/04/1984,0.05,55,38,True
05/04/1984,0.08,52,40,True
06/04/1984,0.06,54,38,True
07/04/1984,0.63,51,40,True
08/04/1984,0.0,56,40,False
09/04/1984,0.64,48,42,True
10/04/1984,0.1,49,40,True
11/04/1984,0.14,53,41,True
12/04/1984,0.08,51,40,True
13/04/1984,0.06,57,39,True
14/04/1984,0.0,83,44,False
15/04/1984,0.0,72,48,False
16/04/1984,0.01,57,42,True
17/04/1984,0.0,56,38,False
18/04/1984,0.15,59,44,True
19/04/1984,0.0,57,43,False
20/04/1984,0.0,58,42,False
21/04/1984,0.0,56,43,False
22/04/1984,0.0,55,39,False
23/04/1984,0.0,55,39,False
24/04/1984,0.07,50,37,True
25/04/1984,0.04,54,37,True
26/04/1984,0.0,59,36,False
27/04/1984,0.0,64,40,False
28/04/1984,0.05,57,44,True
29/04/1984,0.0,58,43,False
30/04/1984,0.4,55,45,True
01/05/1984,0.62,55,45,True
02/05/1984,0.06,54,44,True
03/05/1984,0.12,56,42,True
04/05/1984,0.04,55,40,True
05/05/1984,0.02,56,42,True
06/05/1984,0.0,60,42,False
07/05/1984,0.0,72,42,False
08/05/1984,0.13,60,47,True
09/05/1984,0.08,55,45,True
10/05/1984,0.1,58,45,True
11/05/1984,0.39,62,49,True
12/05/1984,0.0,63,47,False
13/05/1984,0.16,56,48,True
14/05/1984,0.07,56,44,True
15/05/1984,0.01,59,45,True
16/05/1984,0.0,60,46,False
17/05/1984,0.0,65,46,False
18/05/1984,0.0,63,48,False
19/05/1984,0.67,60,47,True
20/05/1984,0.0,59,45,False
21/05/1984,0.0,61,41,False
22/05/1984,0.67,54,46,True
23/05/1984,0.0,58,45,False
24/05/1984,0.0,60,42,False
25/05/1984,0.17,54,43,True
26/05/1984,0.0,62,50,False
27/05/1984,0.0,69,45,False
28/05/1984,0.0,81,51,False
29/05/1984,0.0,75,53,False
30/05/1984,0.07,58,44,True
31/05/1984,0.0,61,42,False
01/06/1984,0.0,62,46,False
02/06/1984,0.0,64,48,False
03/06/1984,0.18,60,48,True
04/06/1984,0.24,64,49,True
05/06/1984,0.06,62,48,True
06/06/1984,0.0,64,48,False
07/06/1984,0.17,59,48,True
08/06/1984,0.0,62,47,False
09/06/1984,0.0,64,49,False
10/06/1984,0.0,67,50,False
11/06/1984,0.0,69,50,False
12/06/1984,0.0,72,51,False
13/06/1984,0.0,73,51,False
14/06/1984,0.0,70,53,False
15/06/1984,0.0,60,52,False
16/06/1984,0.0,62,50,False
17/06/1984,0.0,67,49,False
18/06/1984,0.0,69,50,False
19/06/1984,0.0,73,49,False
20/06/1984,1.14,58,53,True
21/06/1984,0.47,58,53,True
22/06/1984,0.0,71,50,False
23/06/1984,0.0,83,52,False
24/06/1984,0.0,76,54,False
25/06/1984,0.0,81,52,False
26/06/1984,0.24,68,55,True
27/06/1984,0.0,75,54,False
28/06/1984,0.1,67,57,True
29/06/1984,0.21,62,51,True
30/06/1984,0.0,67,51,False
01/07/1984,0.02,66,55,True
02/07/1984,0.0,73,54,False
03/07/1984,0.0,75,54,False
04/07/1984,0.0,80,54,False
05/07/1984,0.0,71,55,False
06/07/1984,0.0,67,50,False
07/07/1984,0.0,70,52,False
08/07/1984,0.0,73,52,False
09/07/1984,0.0,64,51,False
10/07/1984,0.0,72,51,False
11/07/1984,0.0,64,50,False
12/07/1984,0.0,66,55,False
13/07/1984,0.0,72,55,False
14/07/1984,0.0,78,55,False
15/07/1984,0.0,85,58,False
16/07/1984,0.0,87,57,False
17/07/1984,0.0,81,62,False
18/07/1984,0.0,78,52,False
19/07/1984,0.0,73,53,False
20/07/1984,0.0,67,52,False
21/07/1984,0.0,71,51,False
22/07/1984,0.0,82,57,False
23/07/1984,0.0,91,61,False
24/07/1984,0.0,87,59,False
25/07/1984,0.0,75,57,False
26/07/1984,0.0,77,53,False
27/07/1984,0.0,74,54,False
28/07/1984,0.0,74,57,False
29/07/1984,0.0,78,53,False
30/07/1984,0.0,83,58,False
31/07/1984,0.15,80,58,True
01/08/1984,0.0,71,54,False
02/08/1984,0.0,72,56,False
03/08/1984,0.0,74,52,False
04/08/1984,0.0,75,54,False
05/08/1984,0.0,69,55,False
06/08/1984,0.0,73,55,False
07/08/1984,0.0,82,55,False
08/08/1984,0.0,85,59,False
09/08/1984,0.0,82,64,False
10/08/1984,0.0,77,55,False
11/08/1984,0.0,71,53,False
12/08/1984,0.03,69,58,True
13/08/1984,0.0,72,56,False
14/08/1984,0.0,75,51,False
15/08/1984,0.0,81,56,False
16/08/1984,0.0,81,60,False
17/08/1984,0.0,79,60,False
18/08/1984,0.01,74,57,True
19/08/1984,0.0,74,55,False
20/08/1984,0.0,78,53,False
21/08/1984,0.0,81,55,False
22/08/1984,0.0,75,57,False
23/08/1984,0.0,70,54,False
24/08/1984,0.0,73,53,False
25/08/1984,0.0,76,54,False
26/08/1984,0.0,84,54,False
27/08/1984,0.09,66,54,True
28/08/1984,0.0,67,49,False
29/08/1984,0.0,73,51,False
30/08/1984,0.0,70,50,False
31/08/1984,0.0,70,57,False
01/09/1984,0.0,69,54,False
02/09/1984,0.0,73,48,False
03/09/1984,0.0,80,51,False
04/09/1984,0.0,70,55,False
05/09/1984,0.36,63,53,True
06/09/1984,0.0,65,51,False
07/09/1984,0.0,66,51,False
08/09/1984,0.0,72,58,False
09/09/1984,0.0,67,55,False
10/09/1984,0.0,66,53,False
11/09/1984,0.0,63,51,False
12/09/1984,0.0,67,50,False
13/09/1984,0.0,70,50,False
14/09/1984,0.0,86,54,False
15/09/1984,0.0,71,59,False
16/09/1984,0.03,76,59,True
17/09/1984,0.0,78,55,False
18/09/1984,0.0,73,56,False
19/09/1984,0.0,65,53,False
20/09/1984,0.21,65,52,True
21/09/1984,0.0,61,49,False
22/09/1984,0.41,54,45,True
23/09/1984,0.0,61,47,False
24/09/1984,0.0,62,42,False
25/09/1984,0.0,65,49,False
26/09/1984,0.0,65,50,False
27/09/1984,0.0,68,48,False
28/09/1984,0.0,69,47,False
29/09/1984,0.0,76,46,False
30/09/1984,0.0,64,50,False
01/10/1984,0.0,64,46,False
02/10/1984,0.0,67,49,False
03/10/1984,0.0,69,49,False
04/10/1984,0.1,64,50,True
05/10/1984,0.0,63,45,False
06/10/1984,0.0,62,52,False
07/10/1984,0.0,74,56,False
08/10/1984,0.27,69,56,True
09/10/1984,0.19,66,52,True
10/10/1984,0.82,57,51,True
11/10/1984,0.03,57,46,True
12/10/1984,0.24,58,45,True
13/10/1984,0.0,55,45,False
14/10/1984,0.0,49,40,False
15/10/1984,0.0,51,38,False
16/10/1984,0.0,53,37,False
17/10/1984,0.0,52,39,False
18/10/1984,0.0,55,40,False
19/10/1984,0.0,59,34,False
20/10/1984,0.0,54,39,False
21/10/1984,0.0,52,36,False
22/10/1984,0.0,55,36,False
23/10/1984,0.1,49,38,True
24/10/1984,0.01,53,46,True
25/10/1984,0.08,55,46,True
26/10/1984,0.03,50,41,True
27/10/1984,0.12,48,41,True
28/10/1984,0.0,50,37,False
29/10/1984,0.0,47,36,False
30/10/1984,0.12,51,33,True
31/10/1984,0.03,41,31,True
01/11/1984,1.06,48,38,True
02/11/1984,0.8,54,42,True
03/11/1984,1.12,50,44,True
04/11/1984,0.07,53,44,True
05/11/1984,0.0,53,39,False
06/11/1984,0.32,53,44,True
07/11/1984,0.04,52,42,True
08/11/1984,0.26,50,38,True
09/11/1984,0.02,53,41,True
10/11/1984,0.92,53,43,True
11/11/1984,0.53,53,47,True
12/11/1984,0.09,58,47,True
13/11/1984,0.26,50,39,True
14/11/1984,0.0,49,36,False
15/11/1984,0.0,48,35,False
16/11/1984,0.0,51,36,False
17/11/1984,0.1,53,38,True
18/11/1984,0.09,51,46,True
19/11/1984,0.28,51,44,True
20/11/1984,0.0,49,42,False
21/11/1984,0.0,47,36,False
22/11/1984,0.0,46,31,False
23/11/1984,0.46,48,40,True
24/11/1984,0.03,42,36,True
25/11/1984,0.01,44,38,True
26/11/1984,0.08,44,35,True
27/11/1984,0.95,46,37,True
28/11/1984,0.13,49,40,True
29/11/1984,0.45,43,41,True
30/11/1984,0.02,42,36,True
01/12/1984,0.0,43,33,False
02/12/1984,0.0,44,30,False
03/12/1984,0.0,46,36,False
04/12/1984,0.0,46,31,False
05/12/1984,0.0,46,28,False
06/12/1984,0.0,48,30,False
07/12/1984,0.8,49,40,True
08/12/1984,0.86,47,37,True
09/12/1984,0.24,40,34,True
10/12/1984,0.0,40,35,False
11/12/1984,0.32,39,33,True
12/12/1984,0.03,44,35,True
13/12/1984,0.05,44,35,True
14/12/1984,0.37,48,36,True
15/12/1984,0.06,38,35,True
16/12/1984,0.11,38,33,True
17/12/1984,0.16,34,25,True
18/12/1984,0.0,31,20,False
19/12/1984,0.0,33,21,False
20/12/1984,0.12,35,24,True
21/12/1984,0.05,43,33,True
22/12/1984,0.02,47,41,True
23/12/1984,0.01,47,38,True
24/12/1984,0.0,42,35,False
25/12/1984,0.02,40,35,True
26/12/1984,0.17,42,34,True
27/12/1984,0.26,38,33,True
28/12/1984,0.02,40,33,True
29/12/1984,0.94,41,33,True
30/12/1984,0.34,40,27,True
31/12/1984,0.0,32,22,False
01/01/1985,0.0,34,24,False
02/01/1985,0.0,40,26,False
03/01/1985,0.0,36,27,False
04/01/1985,0.0,41,26,False
05/01/1985,0.01,46,35,True
06/01/1985,0.0,44,33,False
07/01/1985,0.0,48,32,False
08/01/1985,0.0,45,29,False
09/01/1985,0.0,42,29,False
10/01/1985,0.0,42,25,False
11/01/1985,0.0,38,25,False
12/01/1985,0.0,47,32,False
13/01/1985,0.0,44,29,False
14/01/1985,0.15,46,34,True
15/01/1985,0.0,48,39,False
16/01/1985,0.0,44,33,False
17/01/1985,0.0,51,37,False
18/01/1985,0.0,46,33,False
19/01/1985,0.37,48,41,True
20/01/1985,0.05,46,39,True
21/01/1985,0.0,40,36,False
22/01/1985,0.0,45,33,False
23/01/1985,0.0,41,31,False
24/01/1985,0.0,45,31,False
25/01/1985,0.0,44,34,False
26/01/1985,0.0,35,26,False
27/01/1985,0.0,41,29,False
28/01/1985,0.0,40,35,False
29/01/1985,0.0,43,29,False
30/01/1985,0.0,38,26,False
31/01/1985,0.0,43,31,False
01/02/1985,0.46,36,30,True
02/02/1985,0.0,37,28,False
03/02/1985,0.0,35,24,False
04/02/1985,0.0,32,19,False
05/02/1985,0.0,37,28,False
06/02/1985,0.16,42,31,True
07/02/1985,0.04,41,31,True
08/02/1985,0.02,40,31,True
09/02/1985,0.2,39,31,True
10/02/1985,0.61,42,34,True
11/02/1985,0.66,51,37,True
12/02/1985,0.02,47,36,True
13/02/1985,0.0,46,30,False
14/02/1985,0.12,48,33,True
15/02/1985,0.0,47,36,False
16/02/1985,0.0,46,35,False
17/02/1985,0.0,47,30,False
18/02/1985,0.0,51,31,False
19/02/1985,0.16,43,38,True
20/02/1985,0.0,45,38,False
21/02/1985,0.0,48,41,False
22/02/1985,0.0,51,44,False
23/02/1985,0.0,51,45,False
24/02/1985,0.15,49,38,True
25/02/1985,0.0,49,34,False
26/02/1985,0.0,49,34,False
27/02/1985,0.0,53,32,False
28/02/1985,0.03,46,36,True
01/03/1985,0.05,47,38,True
02/03/1985,0.0,49,35,False
03/03/1985,0.28,46,31,True
04/03/1985,0.28,46,37,True
05/03/1985,0.09,47,36,True
06/03/1985,0.0,48,31,False
07/03/1985,0.0,52,29,False
08/03/1985,0.0,55,33,False
09/03/1985,0.0,55,36,False
10/03/1985,0.0,52,32,False
11/03/1985,0.0,53,32,False
12/03/1985,0.0,51,35,False
13/03/1985,0.0,54,32,False
14/03/1985,0.0,51,35,False
15/03/1985,0.0,56,37,False
16/03/1985,0.0,63,35,False
17/03/1985,0.0,50,40,False
18/03/1985,0.0,48,44,False
19/03/1985,0.01,52,42,True
20/03/1985,0.12,54,37,True
21/03/1985,0.11,47,35,True
22/03/1985,0.26,48,37,True
23/03/1985,0.56,49,37,True
24/03/1985,0.13,46,35,True
25/03/1985,0.0,48,35,False
26/03/1985,0.19,47,35,True
27/03/1985,0.13,50,34,True
28/03/1985,0.01,53,35,True
29/03/1985,0.17,47,37,True
30/03/1985,0.15,51,40,True
31/03/1985,0.02,55,46,True
01/04/1985,0.0,62,48,False
02/04/1985,0.13,60,44,True
03/04/1985,0.02,48,42,True
04/04/1985,0.0,52,43,False
05/04/1985,0.0,56,43,False
06/04/1985,0.0,65,39,False
07/04/1985,0.01,62,43,True
08/04/1985,0.0,63,43,False
09/04/1985,0.0,70,42,False
10/04/1985,0.0,56,46,False
11/04/1985,0.12,57,45,True
12/04/1985,0.0,65,45,False
13/04/1985,0.0,66,42,False
14/04/1985,0.0,58,49,False
15/04/1985,0.01,61,47,True
16/04/1985,0.0,57,44,False
17/04/1985,0.05,52,41,True
18/04/1985,0.02,53,39,True
19/04/1985,0.01,51,37,True
20/04/1985,0.0,51,36,False
21/04/1985,0.01,53,32,True
22/04/1985,0.32,50,41,True
23/04/1985,0.0,52,41,False
24/04/1985,0.28,50,36,True
25/04/1985,0.0,52,35,False
26/04/1985,0.25,52,40,True
27/04/1985,0.07,54,43,True
28/04/1985,0.0,56,40,False
29/04/1985,0.0,57,38,False
30/04/1985,0.0,63,40,False
01/05/1985,0.0,68,44,False
02/05/1985,0.19,66,46,True
03/05/1985,0.0,55,42,False
04/05/1985,0.0,55,43,False
05/05/1985,0.02,56,41,True
06/05/1985,0.01,58,42,True
07/05/1985,0.0,58,42,False
08/05/1985,0.04,55,40,True
09/05/1985,0.0,62,38,False
10/05/1985,0.03,56,40,True
11/05/1985,0.0,55,36,False
12/05/1985,0.0,58,38,False
